Team,Position,Defensive duels per 90,Aerial duels per 90,"Aerial duels won, %",PAdj Interceptions,Non-penalty goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Distance,Club Fit %,League,League Strength,Adjusted Fit %,Avg Team Market Value,Final Fit %
Holstein Kiel,"CF, AMF",4.12,1.87,20.0,3.58,0.31,0.23,2.19,42.86,17.143,1.81,55.17,1.56,40.0,6.62,2.44,1.06,0.37,25.67,73.97,0.16,0.25,0.62,3.37,2.56,60.98,1.0,10.547198540082501,59.56,Germany 1.,94.29,44.19352,1220000.0,45.935463999999996
Holstein Kiel,"CF, LWF",2.62,3.29,33.33,2.15,0.38,0.32,1.94,50.0,23.913,1.65,38.46,1.27,53.33,5.15,2.37,0.97,0.3,23.4,73.29,0.13,0.25,0.42,2.49,1.73,53.66,0.68,9.650018415998113,65.28,Germany 1.,94.29,48.43776,1220000.0,48.906431999999995
Hull City,CF,3.31,4.8149999999999995,28.9,1.935,0.20500000000000002,0.24,1.22,50.925,20.486,0.06,0.0,1.6099999999999999,43.65,7.045,2.38,0.495,0.065,9.3,79.55000000000001,0.05,0.04,0.18,0.785,0.44,50.0,0.47,11.461923089304108,53.72,England 2.,71.43,48.806016719999995,1850000.0,49.164211703999996
Hull City,"CF, AMF, LCMF",7.02,4.85,42.55,3.59,0.31,0.23,1.03,50.0,30.0,0.21,0.0,0.52,60.0,5.37,1.86,0.83,0.1,27.04,83.59,0.06,0.41,0.1,4.33,1.14,72.73,1.14,14.065354976504068,37.1,England 2.,71.43,33.7063146,1850000.0,38.594420219999996
Hull City,"CF, LAMF",5.13,8.15,38.14,3.98,0.0,0.18,0.84,40.0,0.0,1.51,22.22,2.86,41.18,7.65,2.94,1.43,0.25,14.12,66.67,0.05,0.08,0.08,0.92,1.09,30.77,0.5,12.339694733349923,48.11,England 2.,71.43,43.70918586,1850000.0,45.596430102
Internazionale,CF,2.895,3.8875,44.5625,2.2775,0.3725,0.42000000000000004,2.1799999999999997,40.715,17.74475,0.5974999999999999,42.1525,1.595,57.4625,7.31,4.8575,1.1775,0.2175,20.4625,79.32,0.135,0.245,0.5825,1.4525,1.4649999999999999,65.42750000000001,1.6524999999999999,7.536893966464575,78.77,Italy 1.,97.14,58.44733999999999,39000000.0,55.91313799999999
Internazionale,"CF, AMF",3.57,2.92,25.93,2.47,0.22,0.21,1.3,50.0,16.667,0.87,37.5,1.41,69.23,4.77,3.57,2.27,0.22,39.1,89.47,0.17,0.32,0.43,4.77,1.84,82.35,1.95,15.611800997076248,27.22,Italy 1.,97.14,20.197239999999994,39000000.0,29.138067999999997
Ipswich Town,CF,2.775,5.695,46.575,1.3599999999999999,0.335,0.305,1.83,48.44,20.0895,0.44500000000000006,25.0,2.345,62.54,8.969999999999999,2.645,1.7049999999999998,0.315,10.605,64.755,0.035,0.065,0.23,0.895,0.8099999999999999,51.665,0.66,12.01012750110477,50.22,England 1.,100.0,37.263239999999996,6000000.0,51.7985537142857
Juventus,CF,3.095,3.25,29.565,1.4249999999999998,0.395,0.495,2.5549999999999997,48.0,23.143,1.02,23.335,3.085,45.349999999999994,9.345,4.795,1.13,0.060000000000000005,15.11,72.995,0.07,0.14500000000000002,0.395,0.96,0.9950000000000001,51.055,0.755,7.288329324543891,80.36,Italy 1.,97.14,59.62712,55000000.0,56.738983999999995
Kortrijk,CF,3.99,9.925,38.24,2.37,0.145,0.315,1.955,30.515,8.3335,0.81,17.145,3.16,47.75,11.81,3.365,1.25,0.475,14.815,69.86,0.015,0.085,0.09,1.145,0.77,44.0,0.51,10.697060982023954,58.6,Belgium 1.,68.57,55.01614119999999,566666.6666666666,53.511298839999995
Kortrijk,"CF, LWF",3.16,7.73,41.41,2.32,0.2,0.28,2.11,38.89,11.111,1.6,24.39,5.0,53.13,13.4,4.3,1.68,0.08,22.66,75.86,0.11,0.08,0.59,2.77,1.48,47.37,1.33,9.756569040930065,64.6,Belgium 1.,68.57,60.64919319999999,566666.6666666666,57.454435239999995
Las Palmas,CF,2.98,7.445,39.739999999999995,2.625,0.245,0.315,1.705,47.415,15.588999999999999,0.685,40.665,1.9249999999999998,49.445,8.605,3.49,0.9349999999999999,0.175,16.5,73.71,0.08499999999999999,0.09,0.265,1.325,0.845,59.910000000000004,0.6399999999999999,8.346111003740315,73.61,Spain 1.,94.29,54.618619999999986,5466666.666666667,61.66160542857142
Las Palmas,"CF, RAMF",3.47,6.32,41.67,2.65,0.0,0.29,1.58,40.0,0.0,1.16,27.27,0.84,50.0,5.68,3.47,0.42,0.0,17.16,72.39,0.01,0.0,0.11,0.95,0.84,37.5,0.21,11.463011407213918,53.71,Spain 1.,94.29,39.85282,5466666.666666667,51.32554542857143
Lazio,CF,3.01,5.22,44.97,2.27,0.28,0.52,3.43,41.84,10.204,1.19,29.41,1.82,44.23,5.67,4.9,0.88,0.18,17.78,72.24,0.11,0.42,0.49,2.49,1.23,37.14,0.91,7.864187367937315,76.69,Italy 1.,97.14,56.90397999999998,12500000.0,54.832785999999984
Lazio,"CF, LAMF",4.27,5.96,38.81,2.81,0.18,0.19,1.42,37.5,12.5,1.33,26.67,1.69,57.89,7.56,2.93,1.51,0.09,20.01,76.89,0.06,0.27,0.36,1.33,1.78,55.0,0.8,11.015140439569572,56.57,Italy 1.,97.14,41.97493999999999,12500000.0,44.382457999999986
Le Havre,CF,3.1799999999999997,5.515000000000001,36.79,1.865,0.20500000000000002,0.25,1.4649999999999999,44.72,18.611,0.25,11.11,0.635,44.285,5.615,2.21,0.055,0.0,13.05,82.3,0.030000000000000002,0.05,0.08,1.2149999999999999,0.33999999999999997,61.905,0.295,11.80801248378617,51.51,France 1.,91.43,38.22041999999999,1100000.0,41.75429399999999
Lecce,CF,2.03,7.09,34.88,1.21,0.25,0.37,3.44,32.0,8.8,0.33,16.67,2.09,46.05,9.7,3.24,1.35,0.33,15.61,70.42,0.07,0.16,0.3,1.54,0.93,47.06,0.69,9.655374673954142,65.25,Italy 1.,97.14,48.415499999999994,4100000.0,51.46227857142857
Lecce,"CF, LAMF",5.54,6.35,31.75,2.21,0.1,0.2,1.31,38.46,7.692,2.52,16.0,4.43,54.55,11.89,4.23,1.61,0.2,27.11,66.91,0.11,0.91,0.3,2.72,3.12,41.94,1.21,13.581032143758215,40.19,Italy 1.,97.14,29.82097999999999,4100000.0,38.446114571428566
Leeds United,CF,2.925,4.97,16.94,2.88,0.33499999999999996,0.465,2.44,42.56,14.061,0.5,31.665,1.46,41.0,8.059999999999999,3.4749999999999996,1.04,0.09,18.09,77.805,0.07,0.28500000000000003,0.33999999999999997,1.83,1.2149999999999999,63.655,0.9199999999999999,8.333187725027278,73.69,England 2.,71.43,66.94928094,7600000.0,74.29306808657142
Leganés,CF,3.7299999999999995,7.42,36.655,1.78,0.0,0.165,0.9349999999999999,45.97,1.613,0.285,16.665,0.975,71.62,7.105,1.775,0.48,0.045,12.04,64.36,0.045,0.14500000000000002,0.22,1.205,0.55,71.055,0.265,15.632444089491495,27.09,Spain 1.,94.29,20.100779999999997,3840000.0,30.527688857142856
Leganés,"CF, LWF",1.81,9.49,30.28,1.57,0.2,0.25,1.6,33.33,12.5,0.6,11.11,0.87,30.77,7.02,2.61,0.67,0.07,10.43,69.23,0.0,0.0,0.0,1.34,0.6,22.22,0.07,12.149489181237078,49.33,Spain 1.,94.29,36.60286,3840000.0,42.07914485714286
Leganés,"CF, LWF, AMF",3.84,3.84,28.57,1.74,0.37,0.15,1.74,47.37,21.053,1.1,33.33,2.47,55.56,10.6,1.37,0.82,0.09,22.84,78.8,0.04,0.09,0.27,2.19,1.74,52.63,0.64,12.914039243688638,44.45,Spain 1.,94.29,32.981899999999996,3840000.0,39.54447285714285
Leganés,"CF, RW, RAMF",5.49,1.28,13.79,3.25,0.18,0.33,1.9,37.21,18.605,1.37,61.29,4.43,61.0,13.68,1.55,1.9,0.31,23.86,75.14,0.23,0.44,0.84,3.76,2.66,50.0,1.06,14.449793318931503,34.64,Spain 1.,94.29,25.702879999999997,3840000.0,34.449158857142855
Leicester City,CF,2.31,3.6,40.83,1.19,0.21,0.31,1.5,50.0,16.0,0.63,23.81,0.78,69.23,2.82,2.97,0.6,0.09,9.79,76.07,0.1,0.0,0.42,0.63,0.45,73.33,0.6,12.17282446348307,49.18,England 1.,100.0,36.49155999999999,6500000.0,53.40123485714285
Leicester City,"CF, RWF, RW",5.77,4.51,32.56,1.58,0.1,0.15,1.15,36.36,9.091,0.42,0.0,1.36,38.46,4.93,2.41,1.05,0.31,14.48,76.09,0.0,0.1,0.0,1.05,0.63,16.67,0.1,13.428397926680267,41.16,England 1.,100.0,30.540719999999997,6500000.0,49.235646857142854
Lens,CF,2.38,4.475,32.355,1.585,0.36,0.425,2.7,40.915000000000006,13.575,0.34,14.285,2.4050000000000002,50.33,11.219999999999999,4.88,0.9550000000000001,0.15,16.05,77.50999999999999,0.08,0.0,0.28,1.185,0.84,61.925,0.98,7.70717120160746,77.69,France 1.,91.43,57.645979999999994,3000000.0,55.352185999999996
Lens,"CF, LW",4.82,2.68,40.0,1.09,0.27,0.28,1.52,41.18,17.647,0.71,25.0,1.79,45.0,6.07,3.57,1.43,0.09,21.25,81.09,0.09,0.27,0.27,1.7,1.88,61.9,1.52,9.176832303638164,68.31,France 1.,91.43,50.68601999999999,3000000.0,50.48021399999999
Lens,"CF, RW, LB",5.81,2.02,37.5,2.68,0.25,0.33,1.64,38.46,15.385,2.65,42.86,3.03,58.33,9.85,3.91,0.88,0.25,20.83,75.76,0.1,0.25,0.38,1.39,1.89,60.0,0.5,10.157540614423603,62.04,France 1.,91.43,46.03368,3000000.0,47.223575999999994
Lens,"CF, RW, RCMF",3.43,3.66,55.7,3.9,0.05,0.23,1.85,42.5,2.5,3.98,32.56,2.32,52.0,5.84,3.66,2.13,0.05,43.77,75.98,0.06,0.46,0.37,5.47,3.89,51.19,1.44,15.917883416691934,25.27,France 1.,91.43,18.750339999999998,3000000.0,28.125237999999996
Lille,CF,3.0999999999999996,2.875,39.705,1.98,0.28500000000000003,0.6200000000000001,2.2199999999999998,55.93,20.274,0.385,54.17,1.3599999999999999,67.405,6.795,3.7750000000000004,0.655,0.225,16.32,80.13499999999999,0.1,0.13,0.48,1.02,0.785,87.88,1.01,10.184688360790318,61.87,France 1.,91.43,45.90754,31000000.0,47.135278
Liverpool,CF,6.0,4.275,34.96,2.63,0.375,0.47,2.645,34.445,14.334,0.815,30.255,2.81,55.05,6.710000000000001,5.1899999999999995,1.965,0.54,17.025,75.46000000000001,0.1,0.1,0.33499999999999996,1.6600000000000001,0.95,42.565,0.915,8.113545190065516,75.09,England 1.,100.0,55.71677999999999,60000000.0,54.00174599999999
Luton Town,CF,3.58,10.725,43.12,2.84,0.165,0.36,1.7850000000000001,49.545,11.134,0.79,19.325,2.325,54.425,10.575,3.965,0.86,0.11000000000000001,14.219999999999999,73.35,0.045,0.04,0.135,1.04,0.985,34.75,0.585,9.425645393173705,66.72,England 2.,71.43,60.61685471999999,9666666.666666666,61.00322687542856
Luton Town,"CF, RW, AMF",3.06,8.46,29.13,2.87,0.27,0.29,2.07,29.03,12.903,0.93,35.71,1.8,44.44,9.46,3.66,0.67,0.2,13.92,74.16,0.03,0.07,0.13,0.67,0.6,66.67,0.73,9.33107232994042,67.32,England 2.,71.43,61.16197031999999,9666666.666666666,61.38480779542856
Mainz 05,CF,2.6799999999999997,7.475,29.549999999999997,1.82,0.48,0.5549999999999999,2.73,46.370000000000005,19.107,1.04,35.415,2.735,38.025000000000006,8.2,4.25,1.315,0.16999999999999998,17.395,76.53,0.11,0.1,0.385,1.255,1.135,52.585,0.75,5.918742261725816,89.1,Germany 1.,94.29,66.11219999999999,7000000.0,76.27853999999999
Mainz 05,"CF, RWF, AMF",4.42,4.21,31.71,1.61,0.21,0.31,2.36,30.43,8.696,0.92,44.44,4.52,38.64,11.71,3.6,2.26,0.41,19.11,72.58,0.07,0.1,0.31,1.44,1.23,50.0,0.92,9.821208762491002,64.19,Germany 1.,94.29,47.628979999999984,7000000.0,63.340285999999985
Mallorca,CF,2.495,9.2,42.599999999999994,2.38,0.24000000000000002,0.345,1.7000000000000002,41.21,18.384,0.615,21.425,1.015,45.835,9.675,3.485,0.385,0.025,14.48,72.68,0.065,0.04,0.29500000000000004,1.4,0.515,43.75,0.56,8.241123500872641,74.28,Spain 1.,94.29,55.11575999999999,4700000.0,58.72388914285713
Mallorca,"CF, AMF",1.68,7.81,31.37,2.0,0.15,0.39,1.68,54.55,18.182,0.0,0.0,0.31,50.0,8.72,2.3,0.0,0.0,10.56,72.46,0.04,0.0,0.0,1.38,0.31,100.0,0.61,11.59792771893594,52.85,Spain 1.,94.29,39.2147,4700000.0,47.59314714285714
Mallorca,"CF, AMF, LW",6.91,2.93,45.33,3.56,0.16,0.13,1.17,30.0,13.333,1.91,40.82,2.27,56.9,7.93,1.72,1.48,0.43,23.52,77.74,0.14,0.27,0.31,2.77,2.38,45.9,0.51,13.428915745821909,41.16,Spain 1.,94.29,30.540719999999997,4700000.0,41.52136114285714
Manchester City,CF,1.82,3.76,51.61,1.72,0.58,0.65,3.12,57.28,21.359,0.21,28.57,1.03,52.94,4.76,4.91,0.55,0.18,10.01,71.52,0.06,0.03,0.3,0.39,0.46,66.67,0.88,9.026331980751506,69.27,England 1.,100.0,51.39833999999999,101000000.0,50.97883799999999
Manchester City,"CF, AMF, RAMF",4.86,1.09,26.67,2.79,0.51,0.34,3.48,37.5,14.583,1.02,35.71,3.63,50.0,10.3,4.28,2.61,0.51,22.26,82.08,0.18,0.07,0.44,0.94,2.54,74.29,1.67,9.74964328550722,64.65,England 1.,100.0,47.970299999999995,101000000.0,48.579209999999996
Manchester United,CF,1.8,5.7,25.9,0.84,0.16,0.23,1.19,51.72,13.793,0.49,33.33,1.72,47.62,8.98,2.83,0.86,0.21,12.01,80.2,0.06,0.12,0.29,0.82,0.49,50.0,0.25,11.763085550825123,51.79,England 1.,100.0,38.42818,57500000.0,41.899726
Manchester United,"CF, AMF",2.52,4.37,20.51,3.14,0.17,0.24,1.4,44.0,12.0,0.45,25.0,2.13,47.37,9.25,2.41,0.79,0.22,22.09,77.66,0.06,0.45,0.17,2.41,0.9,43.75,0.56,11.764832036384284,51.78,England 1.,100.0,38.420759999999994,57500000.0,41.894532
Mechelen,CF,3.575,3.64,31.915,1.295,0.54,0.52,2.755,56.455,19.1605,1.72,26.009999999999998,2.08,51.89,6.795,5.43,1.1600000000000001,0.395,17.28,70.86,0.15,0.02,0.32999999999999996,1.45,1.38,48.595,1.06,6.90249778334764,82.82,Belgium 1.,68.57,77.75489443999999,975000.0,69.428426108
Middlesbrough,CF,2.84,4.89,36.19,2.33,0.42,0.51,2.47,49.06,20.755,0.33,0.0,1.86,47.5,6.7,3.91,0.74,0.28,11.31,78.19,0.1,0.14,0.23,0.98,0.88,68.42,1.12,7.030485520219279,82.01,England 2.,71.43,74.50821726,2000000.0,67.15575208199999
Middlesbrough,"CF, AMF",1.94,1.45,17.07,1.7,0.39,0.47,2.08,47.46,22.034,0.92,11.54,2.51,59.15,6.5,4.38,1.06,0.18,16.78,85.47,0.07,0.04,0.39,0.74,0.81,60.87,1.06,10.406221077298358,60.46,England 2.,71.43,54.92948196,2000000.0,53.450637371999996
Milan,CF,2.5149999999999997,4.01,31.255000000000003,3.025,0.38,0.5349999999999999,2.16,42.290000000000006,17.884999999999998,0.355,43.335,1.9100000000000001,41.185,6.15,3.47,0.9600000000000001,0.125,12.469999999999999,77.08500000000001,0.07,0.23,0.32999999999999996,1.02,0.7,63.46,0.7949999999999999,7.51544079659099,78.91,Italy 1.,97.14,58.551219999999994,23250000.0,55.985853999999996
Milan,"CF, AMF",3.135,3.17,39.019999999999996,1.5099999999999998,0.33499999999999996,0.355,1.8,35.489999999999995,18.7065,0.835,30.555,1.205,38.335,5.865,3.6449999999999996,0.715,0.21999999999999997,19.155,81.105,0.05,0.19,0.26,2.4850000000000003,1.38,52.644999999999996,0.815,8.681234661627244,71.47,Italy 1.,97.14,53.03073999999999,23250000.0,52.12151799999999
Millwall,CF,2.99,6.81,25.695,2.06,0.195,0.275,1.465,43.75,12.5,0.8999999999999999,10.0,1.3050000000000002,56.58,6.905,2.73,0.61,0.21500000000000002,9.71,63.47,0.045,0.03,0.09,0.905,0.385,20.0,0.4,12.479148738195851,47.22,England 2.,71.43,42.90059771999999,733333.3333333334,45.03041840399999
Millwall,"CF, AMF",2.88,12.86,37.76,2.66,0.42,0.34,1.75,56.52,26.087,0.68,16.67,0.95,44.0,6.49,3.19,0.27,0.04,13.05,62.21,0.04,0.08,0.11,1.33,0.8,33.33,0.61,9.762007174132204,64.57,England 2.,71.43,58.663523819999995,733333.3333333334,56.064466673999995
Monaco,CF,2.21,3.5500000000000003,26.909999999999997,1.3066666666666666,0.5466666666666666,0.53,2.686666666666666,48.74666666666667,21.721333333333334,0.9700000000000001,29.74333333333333,2.2866666666666666,39.14333333333334,9.433333333333332,5.010000000000001,0.9899999999999999,0.15,13.636666666666665,72.30666666666667,0.14333333333333334,0.09333333333333334,0.5333333333333333,1.0966666666666667,1.1133333333333333,49.800000000000004,1.0766666666666667,5.711657637337103,90.43,France 1.,91.43,67.09906,12250000.0,61.96934199999999
Monaco,"CF, AMF",3.61,3.21,38.89,1.82,0.27,0.47,2.23,38.0,12.0,0.54,33.33,2.54,47.37,12.05,4.24,0.62,0.18,18.25,73.11,0.14,0.4,0.54,1.7,1.7,52.63,1.43,6.98552605785813,82.29,France 1.,91.43,61.05918,12250000.0,57.741426
Montpellier,CF,3.375,5.692500000000001,34.085,1.145,0.07500000000000001,0.215,1.9275,36.349999999999994,4.01825,1.17,22.7475,1.6,61.41,7.6850000000000005,2.6550000000000002,0.845,0.0925,15.6975,71.4975,0.04,0.1575,0.2125,1.835,1.32,45.552499999999995,0.53,12.40566261715225,47.69,France 1.,91.43,35.385979999999996,3950000.0,41.698757428571426
Monza,CF,2.125,3.81,24.0,1.545,0.135,0.165,1.39,17.855,7.143,0.51,50.0,2.215,57.61,11.620000000000001,2.375,1.9000000000000001,0.27,20.655,81.055,0.030000000000000002,0.135,0.135,1.925,1.1400000000000001,45.835,0.4,13.914631552293491,38.06,Italy 1.,97.14,28.24052,3500000.0,34.768364
Monza,"CF, AMF",3.03,6.33,43.95,2.81,0.2,0.22,1.45,33.33,13.889,1.77,27.27,2.34,56.9,7.34,2.62,1.82,0.44,20.53,78.59,0.04,0.12,0.24,1.33,1.73,53.49,0.69,11.555444255770622,53.12,Italy 1.,97.14,39.41503999999999,3500000.0,42.59052799999999
Monza,"CF, AMF, LWF",3.23,1.36,11.11,1.45,0.05,0.18,1.26,40.0,12.0,1.82,33.33,2.47,42.86,9.43,1.71,1.71,0.4,32.92,84.53,0.08,0.35,0.2,3.18,2.67,50.94,0.91,15.152789494434627,30.15,Italy 1.,97.14,22.371299999999994,3500000.0,30.659909999999996
Nantes,CF,4.9,7.68,45.38,2.77,0.32,0.36,2.52,38.46,12.821,0.26,0.0,1.68,34.62,9.61,3.94,0.77,0.52,14.13,71.69,0.01,0.19,0.19,1.68,0.84,53.85,0.58,9.064851943022973,69.02,France 1.,91.43,51.21283999999999,8000000.0,61.56327371428571
Nantes,"CF, RWF",2.42,4.77,34.18,1.47,0.24,0.27,1.99,37.88,13.636,1.54,17.65,3.5,56.9,11.54,3.72,2.11,0.73,15.53,71.01,0.08,0.12,0.33,1.36,1.06,40.0,0.6,10.608746541395766,59.16,France 1.,91.43,43.89671999999999,8000000.0,56.441989714285704
Napoli,CF,3.28,4.945,30.93,2.73,0.245,0.41500000000000004,2.095,32.185,14.809000000000001,0.415,25.0,1.23,54.125,11.355,3.425,1.07,0.32499999999999996,14.74,77.05,0.095,0.185,0.335,1.22,0.9550000000000001,47.355000000000004,0.92,8.312263340614951,73.82,Italy 1.,97.14,54.77443999999999,21666666.666666668,53.34210799999999
Napoli,"CF, LWF, AMF",3.54,1.33,11.11,3.11,0.44,0.3,2.95,37.5,15.0,1.84,40.0,1.84,64.0,6.64,3.61,0.96,0.37,25.89,76.35,0.2,0.22,0.3,3.02,1.92,46.15,0.52,12.101898647351842,49.63,Italy 1.,97.14,36.82545999999999,21666666.666666668,40.77782199999999
Newcastle United,CF,2.76,3.56,17.72,1.54,0.285,0.38,1.875,33.915,12.5,0.935,40.28,2.13,47.84,7.4,4.165,1.5150000000000001,0.42000000000000004,14.65,73.845,0.11,0.18,0.24,1.295,0.94,26.785,0.66,9.2497491929196,67.84,England 1.,100.0,50.33727999999999,44000000.0,50.23609599999999
Nice,CF,3.36,4.41,42.71,1.88,0.32,0.56,3.03,36.36,16.667,2.02,22.73,2.48,50.0,6.44,5.15,1.01,0.46,21.19,73.1,0.2,0.23,0.6,1.29,1.98,37.21,0.78,7.4901164329696845,79.07,France 1.,91.43,58.66993999999998,9333333.333333334,61.06895799999998
Nice,"CF, RWF, LWF",3.91,2.32,33.33,2.01,0.15,0.2,1.65,46.88,9.375,2.88,25.0,5.51,56.07,12.36,3.5,3.81,1.13,23.53,75.05,0.17,0.36,0.62,1.44,3.35,58.46,1.6,13.380317354808371,41.47,France 1.,91.43,30.770739999999993,9333333.333333334,41.53951799999999
Nice,"CF, RWF, RW",4.22,2.25,45.71,2.18,0.39,0.29,1.8,46.43,21.429,1.51,36.17,4.64,61.11,14.65,3.7,2.61,0.35,17.96,77.96,0.14,0.26,0.55,1.87,1.71,62.26,1.19,10.656432220819198,58.86,France 1.,91.43,43.674119999999995,9333333.333333334,50.57188399999999
Norwich City,CF,1.88,3.17,36.46,1.92,0.46,0.39,1.92,50.0,25.862,0.36,54.55,1.42,53.49,5.42,2.94,1.16,0.23,13.57,83.21,0.08,0.1,0.3,0.89,0.83,80.0,0.76,9.924712920831944,63.53,England 2.,71.43,57.71865677999999,7400000.0,68.68877403171427
Norwich City,"CF, RWF",2.31,1.58,15.38,1.48,0.0,0.19,1.82,13.33,0.0,4.62,15.79,6.56,68.52,15.55,4.37,3.64,0.49,21.26,66.29,0.12,0.0,0.85,0.97,2.55,42.86,1.09,16.53883897500167,21.31,England 2.,71.43,19.36068906,7400000.0,41.83819662771428
Nottingham Forest,CF,2.455,7.215,23.990000000000002,1.235,0.32,0.355,1.6,49.205,21.4285,0.185,50.0,1.155,45.835,8.03,2.795,0.6900000000000001,0.04,13.37,70.955,0.035,0.095,0.15000000000000002,1.13,0.5549999999999999,72.795,0.45999999999999996,10.530753243700008,59.66,England 1.,100.0,44.26772,17500000.0,45.987404
OH Leuven,CF,3.265,6.285,38.34,1.82,0.105,0.27,1.695,20.52,5.8825,0.475,26.785,2.235,43.21,13.91,3.205,1.385,0.575,12.219999999999999,72.8,0.09,0.09,0.33,1.27,1.045,55.185,0.8200000000000001,9.929783271190443,63.5,Belgium 1.,68.57,59.61646700000001,1533333.3333333333,56.731526900000006
OH Leuven,"CF, RWF, AMF",4.34,4.24,39.02,2.84,0.1,0.22,2.59,40.0,4.0,1.45,50.0,1.34,38.46,6.72,3.62,0.41,0.1,17.9,72.25,0.07,0.41,0.21,2.07,1.45,50.0,0.72,9.991321730565884,63.11,Belgium 1.,68.57,59.25031862000001,1533333.3333333333,56.475223034
Olympique Lyonnais,CF,3.61,2.17,24.07,2.22,0.4,0.65,2.25,66.07,26.786,1.44,41.67,2.09,63.46,7.78,4.65,0.52,0.04,21.63,73.65,0.1,0.12,0.56,1.77,1.69,59.52,1.2,8.936795624609196,69.84,France 1.,91.43,51.821279999999994,14500000.0,51.27489599999999
Olympique Lyonnais,"CF, LAMF",2.2,2.57,20.83,2.92,0.43,0.59,2.84,49.06,20.755,1.66,12.9,3.86,37.5,9.7,5.47,1.66,0.32,23.16,78.24,0.19,0.16,0.59,1.23,1.66,41.94,1.55,7.267923376632264,80.49,France 1.,91.43,59.723579999999984,14500000.0,56.806505999999985
Olympique Marseille,CF,3.16,1.98,21.67,1.25,0.29500000000000004,0.515,1.77,59.41,22.157,0.22000000000000003,0.0,1.0350000000000001,50.0,8.274999999999999,3.33,0.81,0.15000000000000002,18.5,83.145,0.115,0.08,0.34500000000000003,1.4849999999999999,0.61,62.5,0.6799999999999999,9.36574121551171,67.1,France 1.,91.43,49.78819999999999,24000000.0,49.85173999999999
Olympique Marseille,"CF, AMF",3.49,1.57,25.0,1.54,0.51,0.45,3.02,51.95,16.883,0.59,33.33,2.75,45.71,8.29,4.28,1.96,0.31,24.78,85.26,0.15,0.16,0.43,1.77,1.18,73.33,1.37,8.849923757970783,70.39,France 1.,91.43,52.22938,24000000.0,51.560565999999994
Osasuna,CF,2.09,8.7,43.51,2.16,0.37,0.57,2.46,42.53,24.138,0.23,12.5,1.19,30.95,6.5,3.56,0.31,0.08,9.07,69.78,0.04,0.03,0.2,0.88,0.54,52.63,0.45,8.158795767042813,74.8,Spain 1.,94.29,55.50159999999998,4500000.0,58.13683428571427
Osasuna,"CF, AMF",3.3,4.27,36.36,2.13,0.39,0.32,2.23,47.83,17.391,0.68,14.29,2.04,38.1,6.89,3.11,1.07,0.1,15.63,75.16,0.04,0.0,0.1,1.36,0.78,50.0,0.29,8.934002243973167,69.86,Spain 1.,94.29,51.836119999999994,4500000.0,55.57099828571428
Oxford United,CF,3.06,7.633333333333333,22.94666666666667,1.5933333333333335,0.19333333333333333,0.20333333333333334,1.25,44.44333333333333,18.889,0.26,22.22,1.2300000000000002,40.74333333333333,7.246666666666666,1.78,0.5966666666666667,0.11,10.863333333333335,73.42666666666666,0.01,0.05333333333333334,0.03,1.0633333333333332,0.39666666666666667,40.38333333333333,0.25333333333333335,12.84877624352647,44.86,England 2.,71.43,40.75647635999999,1033333.3333333334,43.529533451999995
PSG,CF,1.885,1.8399999999999999,73.91499999999999,1.3599999999999999,0.44,0.84,3.5250000000000004,61.824999999999996,14.4845,1.235,31.369999999999997,1.42,51.265,4.405,5.88,1.02,0.20500000000000002,30.185000000000002,85.18,0.135,0.34,0.75,2.795,1.885,48.900000000000006,1.575,13.167997655716276,42.83,France 1.,91.43,31.779859999999996,38333333.333333336,37.245902
PSG,"CF, RW",4.71,3.21,73.33,0.86,0.21,0.77,2.79,53.85,15.385,0.64,66.67,4.07,42.11,10.71,5.57,0.43,0.21,16.29,80.26,0.25,0.21,0.86,0.86,0.64,66.67,1.93,12.055357936026523,49.93,France 1.,91.43,37.04805999999999,38333333.333333336,40.93364199999999
Parma,CF,2.6,9.796666666666667,46.06666666666666,1.7766666666666666,0.24666666666666667,0.29333333333333333,1.7633333333333334,46.553333333333335,15.948333333333332,0.3766666666666667,18.333333333333332,1.4733333333333334,72.35000000000001,9.976666666666667,2.7266666666666666,0.6833333333333332,0.07,14.343333333333334,70.82333333333334,0.04666666666666666,0.09000000000000001,0.15,1.7999999999999998,0.6466666666666666,57.93333333333334,0.5233333333333333,12.532681815805791,46.88,Italy 1.,97.14,34.78496,3166666.6666666665,39.349472
Plymouth Argyle,CF,3.045,7.085000000000001,29.825000000000003,1.965,0.39,0.115,1.0899999999999999,70.83500000000001,35.4165,0.8799999999999999,19.645,0.62,46.665,6.92,1.8699999999999999,0.48,0.085,11.745000000000001,54.465,0.03,0.16,0.145,1.94,0.8250000000000001,16.665,0.5449999999999999,14.68910151635624,33.11,England 2.,71.43,30.081295859999994,1380000.0,36.056907102
