Team,Position,Defensive duels per 90,Aerial duels per 90,"Aerial duels won, %",PAdj Interceptions,Non-penalty goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Distance,Club Fit %,League,League Strength,Adjusted Fit %,Avg Team Market Value,Final Fit %
Chelsea,"CF, AMF, LWF",2.4,2.55,29.41,2.75,0.75,0.49,3.31,50.0,22.727,0.9,33.33,2.25,40.0,8.56,4.21,1.8,0.3,14.42,71.88,0.08,0.45,0.45,1.95,1.65,63.64,1.2,7.750491575902312,76.34,England 1.,100.0,72.8527888,33333333.333333332,70.56750992
Chelsea,"CF, LAMF",3.35,3.35,36.59,2.61,0.25,0.31,1.63,55.0,15.0,0.49,16.67,1.88,43.48,7.19,3.76,1.88,0.41,26.49,91.98,0.14,0.0,0.41,1.96,0.9,54.55,1.23,12.127558639883981,62.98,England 1.,100.0,60.10307360000001,33333333.333333332,59.09276624000001
Como,CF,3.5966666666666662,5.016666666666667,32.22666666666667,1.8933333333333333,0.28,0.36333333333333334,2.2666666666666666,32.81666666666667,12.859,1.09,26.743333333333336,1.7966666666666669,70.30333333333333,9.336666666666666,4.18,0.77,0.08333333333333333,15.466666666666667,77.75666666666666,0.10666666666666667,0.05666666666666667,0.26,1.0933333333333333,1.0466666666666666,41.34,0.6166666666666667,9.392503939406335,71.33,Italy 1.,97.14,69.71600839643652,5333333.333333333,68.07774089012621
Corinthians,CF,2.34,3.56,50.0,0.71,0.44,0.48,2.22,40.0,25.0,0.44,25.0,1.11,80.0,4.89,2.78,1.45,0.56,13.02,77.78,0.07,0.0,0.33,0.78,0.44,50.0,0.33,10.102460367449709,69.16,Brazil 1.,82.86,67.48326057906459,11000000.0,69.73493452115812
Corinthians,"CF, LWF",2.18,0.9,14.29,1.53,0.38,0.54,2.69,42.86,14.286,1.28,30.0,1.79,64.29,10.11,2.94,0.9,0.0,27.78,76.5,0.29,0.26,0.64,4.1,2.94,56.52,1.66,15.111448406483177,53.87,Brazil 1.,82.86,52.563956729239585,11000000.0,56.30756105631563
Coventry City,CF,2.615,6.0600000000000005,27.18,1.7349999999999999,0.195,0.38,1.665,48.75,11.678,1.005,30.515,1.29,44.245000000000005,6.7,3.3499999999999996,1.2,0.215,8.35,63.015,0.02,0.065,0.08,0.605,0.62,45.0,0.305,6.561018320708484,79.97,England 2.,71.43,76.09235825644289,4625000.0,73.4831224307986
Coventry City,"CF, LAMF",3.3,5.175,35.185,2.59,0.315,0.38,2.355,33.995,14.122,1.5899999999999999,32.275,3.55,58.355000000000004,9.535,4.215,1.935,0.325,13.48,72.705,0.10500000000000001,0.1,0.4,0.765,1.215,47.53,0.5800000000000001,8.393550190761474,74.38,England 2.,71.43,70.77341011772192,4625000.0,68.69606910594973
Cruzeiro,CF,1.82,5.03,31.91,2.9,0.86,0.68,3.42,46.88,25.0,1.07,20.0,2.89,44.44,8.67,4.92,1.71,0.32,14.77,78.99,0.12,0.32,0.64,0.43,1.5,57.14,1.28,9.260947194813927,71.73,Brazil 1.,82.86,69.99095259306395,4000000.0,67.99185733375757
Crystal Palace,CF,1.78,5.54,32.77,1.37,0.38,0.33,1.88,50.0,23.333,1.0,21.88,1.78,64.91,9.02,2.85,1.28,0.19,12.71,73.65,0.08,0.34,0.34,1.38,1.13,50.0,0.66,8.475783879364327,74.12,England 1.,100.0,70.73419840000001,25000000.0,68.66077856000001
Crystal Palace,"CF, RWF, AMF",4.15,5.3,33.33,2.39,0.23,0.46,3.07,37.5,7.5,0.77,40.0,2.54,63.64,9.15,4.92,2.46,0.31,16.68,77.88,0.11,0.08,0.23,1.54,0.69,77.78,0.54,9.813431441528977,70.04,England 1.,100.0,66.84057280000002,25000000.0,65.15651552000003
Defensa y Justicia,CF,2.675,9.379999999999999,36.4,2.3649999999999998,0.35,0.345,2.255,30.48,15.714500000000001,0.35000000000000003,10.0,1.31,20.835,8.035,3.54,0.51,0.0,17.615,76.61,0.005,0.0,0.055,1.54,0.64,52.78,0.385,5.754673140288978,82.43,Argentina 1.,71.43,78.43307604199809,500000.0,75.58976843779828
Deportivo Alavés,CF,2.0949999999999998,10.685,40.695,2.12,0.32,0.3,2.355,42.480000000000004,17.392,0.73,29.81,1.31,63.085,7.865,3.6449999999999996,0.6900000000000001,0.15000000000000002,14.895,68.435,0.03,0.05,0.14,1.355,0.77,25.0,0.575,7.430859750681326,77.31,Spain 1.,94.29,77.31,2833333.3333333335,74.57900000000001
Deportivo Alavés,"CF, AMF",2.46,6.15,56.67,2.23,0.0,0.26,1.03,40.0,20.0,0.82,25.0,2.26,45.45,7.79,2.67,0.62,0.21,12.3,71.67,0.16,0.21,0.21,1.03,1.03,100.0,0.82,9.575271956520032,70.77,Spain 1.,94.29,70.77,2833333.3333333335,68.693
Deportivo Riestra,CF,4.545,8.425,30.725,2.09,0.235,0.22999999999999998,1.775,28.0,13.0,1.155,28.89,2.815,45.905,10.615,3.105,0.635,0.13,15.885000000000002,65.85,0.12,0.29000000000000004,0.4,2.09,2.18,53.33,1.34,9.175770119814638,71.99,Argentina 1.,71.43,68.4992981228126,500000.0,66.64936831053134
Deportivo Riestra,"CF, RW",5.94,8.46,25.53,1.32,0.0,0.02,0.9,20.0,0.0,3.42,31.58,4.5,56.0,17.46,1.8,2.16,0.18,16.2,57.78,0.02,0.0,0.54,1.98,2.16,33.33,0.72,15.41549486870396,52.94,Argentina 1.,71.43,50.373007954183905,500000.0,50.335707158765516
Derby County,CF,3.16,4.945,28.82,1.6400000000000001,0.195,0.27,1.385,67.975,15.3595,0.605,38.635,0.48000000000000004,78.125,4.735,2.63,0.255,0.01,12.21,69.05499999999999,0.04,0.025,0.1,1.46,0.755,69.85499999999999,0.6799999999999999,11.009437989947395,66.39,England 2.,71.43,63.170834871142226,1683333.3333333333,61.853751384028
Derby County,"CF, AMF",5.82,5.82,27.71,3.85,0.14,0.12,1.09,29.03,12.903,1.79,23.53,2.42,46.38,6.84,2.17,0.67,0.11,21.89,67.15,0.11,0.18,0.14,3.16,1.65,44.68,0.6,11.5277427578129,64.81,England 2.,71.43,61.66744702513523,1683333.3333333333,60.50070232262171
Eintracht Frankfurt,CF,2.215,2.81,27.015,1.555,0.605,0.6599999999999999,3.9699999999999998,44.644999999999996,16.8315,1.065,39.285,5.414999999999999,50.17,14.385,5.025,3.2350000000000003,0.755,19.520000000000003,79.35,0.25,0.30000000000000004,0.655,1.52,1.7850000000000001,70.11,1.545,14.94972216394383,54.36,Germany 1.,94.29,54.36,21000000.0,53.924
Empoli,CF,3.78,4.78,4.17,1.24,0.6,0.07,1.39,57.14,42.857,0.6,0.0,2.39,58.33,13.14,1.79,2.39,0.0,12.94,73.85,0.05,0.0,0.4,0.8,0.8,50.0,0.8,13.569676445073723,58.57,Italy 1.,97.14,57.244730292713975,4800000.0,56.52025726344258
Empoli,"CF, AMF, LWF",3.54,10.26,54.93,2.17,0.07,0.29,1.66,26.09,4.348,1.01,42.86,1.66,47.83,9.25,3.18,1.08,0.22,20.01,74.37,0.15,0.29,0.43,1.73,2.02,42.86,0.87,9.583037401085168,70.74,Italy 1.,97.14,69.13935839007318,4800000.0,67.22542255106586
Empoli,"CF, AMF, RWF",3.0,3.64,29.41,1.22,0.0,0.08,0.43,75.0,0.0,0.75,28.57,1.5,35.71,4.39,1.93,1.39,0.54,20.79,78.87,0.01,0.0,0.0,2.04,1.29,50.0,0.75,12.680505224721202,61.29,Italy 1.,97.14,59.90318455933822,4800000.0,58.9128661034044
Empoli,"CF, RWF",4.38,7.09,25.53,2.35,0.19,0.25,1.85,36.73,12.245,0.72,31.58,2.15,50.88,11.05,2.49,0.91,0.38,16.67,72.85,0.04,0.11,0.19,1.92,1.28,44.12,0.57,8.677249190511695,73.51,Italy 1.,97.14,71.8466813013045,4800000.0,69.66201317117405
Empoli,"CF, RWF, AMF",6.39,3.1,27.06,2.53,0.26,0.25,2.15,35.59,13.559,1.72,29.79,2.52,49.28,10.44,2.55,1.06,0.29,24.05,66.31,0.07,0.33,0.22,4.27,3.28,40.0,0.95,11.066231563332936,66.22,Italy 1.,97.14,64.72163291759466,4800000.0,63.2494696258352
Espanyol,CF,3.28,6.453333333333333,36.156666666666666,2.2933333333333334,0.17666666666666667,0.18333333333333335,1.1199999999999999,40.596666666666664,16.452666666666666,0.15666666666666665,8.333333333333334,1.2566666666666666,45.23666666666667,8.786666666666667,2.223333333333333,0.63,0.03666666666666667,11.296666666666667,78.07,0.03333333333333333,0.13333333333333333,0.13999999999999999,0.9333333333333332,0.2966666666666667,22.223333333333333,0.43,8.704538939826264,73.43,Spain 1.,94.29,73.43,5220000.0,71.307
Espanyol,"CF, LW, LAMF",4.55,1.99,35.765,2.23,0.165,0.195,1.44,36.175,15.341,1.6800000000000002,34.72,2.19,46.875,5.73,2.575,1.895,0.51,19.365000000000002,73.155,0.06,0.265,0.375,2.225,2.02,52.165000000000006,0.7,9.75765451627447,70.21,Spain 1.,94.29,70.21,5220000.0,68.40899999999999
Estoril,CF,3.58,6.3149999999999995,26.11,2.6799999999999997,0.38,0.435,1.9100000000000001,49.365,26.447,0.57,8.335,1.94,43.44,8.695,2.6,1.01,0.15,11.600000000000001,71.035,0.04,0.135,0.19,0.8600000000000001,0.655,43.18,0.315,5.765466783435833,82.4,Portugal 1.,71.43,78.40453070314986,766666.6666666666,75.56407763283488
Estoril,"CF, RWF, LWF",3.57,3.17,16.9,2.13,0.4,0.4,1.92,51.16,25.581,0.85,15.79,2.1,44.68,7.91,2.68,1.25,0.18,21.54,78.22,0.1,0.09,0.36,2.1,1.3,62.07,0.94,9.281593506167312,71.66,Portugal 1.,71.43,68.18529939548202,766666.6666666666,66.36676945593382
Estrela Amadora,CF,3.08,4.28,27.1,1.16,0.24,0.25,1.88,40.43,12.766,1.32,24.24,1.68,64.29,5.71,2.44,0.76,0.2,11.03,63.77,0.04,0.04,0.28,0.56,1.2,43.33,0.48,9.25707726057355,71.74,Portugal 1.,71.43,68.26142029907732,533333.3333333334,66.43527826916959
Estrela Amadora,"CF, LW, LWF",5.39,5.99,38.0,2.97,0.12,0.18,1.08,44.44,11.111,2.16,38.89,6.11,45.1,15.58,2.28,2.88,0.84,16.42,67.15,0.05,0.24,0.12,0.96,1.92,43.75,0.48,13.180903700133069,59.76,Portugal 1.,71.43,56.86231498568247,533333.3333333334,56.17608348711422
Estrela Amadora,"CF, RWF, RW",2.55,3.79,31.58,2.39,0.2,0.34,2.45,38.78,10.204,0.25,40.0,1.6,46.88,8.19,1.95,0.75,0.15,11.28,72.12,0.03,0.1,0.1,1.75,0.5,30.0,0.25,6.959588502259151,78.75,Portugal 1.,71.43,74.9315144766147,533333.3333333334,72.43836302895323
Estudiantes,CF,2.25,10.52,41.055,2.255,0.0,0.3,1.705,39.39,5.5555,0.1,0.0,0.335,50.0,5.67,2.63,0.22,0.0,16.564999999999998,78.18,0.06,0.0,0.325,0.925,0.69,58.57,0.7749999999999999,7.804164412687472,76.17,Argentina 1.,71.43,72.47661533566657,950000.0,70.22895380209991
Famalicão,CF,2.2733333333333334,5.366666666666667,45.43333333333334,2.34,0.37000000000000005,0.3466666666666667,1.4800000000000002,51.28333333333333,24.83966666666667,0.27,8.333333333333334,0.8666666666666667,56.403333333333336,6.803333333333334,2.59,0.5166666666666666,0.0,14.75,75.23,0.04666666666666667,0.12333333333333334,0.23666666666666666,1.0533333333333335,0.6733333333333333,41.666666666666664,0.7066666666666667,7.146246474371407,78.18,Portugal 1.,71.43,74.38915303849826,1366666.6666666667,71.95023773464844
Farense,CF,2.685,8.585,40.144999999999996,1.98,0.21500000000000002,0.185,1.49,28.285,15.524,0.875,10.715,1.805,55.64,8.43,2.4400000000000004,0.855,0.215,13.76,64.91,0.025,0.27,0.09,2.095,0.835,36.0,0.3,8.717405193417362,73.39,Portugal 1.,71.43,69.8314139357302,640000.0,67.84827254215718
Farense,"CF, LAMF, AMF",4.72,5.95,27.59,2.73,0.0,0.02,0.41,0.0,0.0,0.0,0.0,1.44,14.29,7.79,1.64,0.21,0.0,11.48,73.21,0.01,0.21,0.0,1.44,0.0,0.0,0.21,13.269600587438456,59.49,Portugal 1.,71.43,56.60540693604837,640000.0,55.94486624244353
Farense,"CF, LW",2.48,4.25,19.44,1.82,0.24,0.3,2.6,40.91,9.091,1.3,18.18,2.72,34.78,8.5,3.43,0.83,0.0,12.28,60.58,0.06,0.0,0.0,0.83,1.89,31.25,0.59,8.21752075414408,74.91,Portugal 1.,71.43,71.27771110404072,640000.0,69.14993999363665
Farense,"CF, LW, AMF",3.87,4.13,34.38,2.69,0.0,0.28,2.58,30.0,0.0,0.9,28.57,2.45,63.16,9.56,2.84,1.94,0.0,14.85,78.26,0.03,0.0,0.13,1.16,0.9,57.14,0.52,9.650635867010124,70.54,Portugal 1.,71.43,67.11960674514796,640000.0,65.40764607063318
Fiorentina,CF,1.92,2.94,44.21,1.41,0.56,0.6,3.19,50.49,18.447,0.31,40.0,3.47,53.57,11.56,3.5,1.21,0.28,8.86,75.87,0.04,0.06,0.22,0.56,0.5,62.5,0.4,7.0897819592274445,78.36,Italy 1.,97.14,76.58693982818963,16666666.666666666,73.92824584537067
Fiorentina,"CF, AMF",4.29,4.03,35.11,1.97,0.13,0.24,1.2,35.71,17.857,0.43,40.0,1.41,36.36,9.0,1.93,0.81,0.21,23.71,82.46,0.09,0.21,0.3,2.79,1.29,70.0,0.86,10.571809049669975,67.73,Italy 1.,97.14,66.19746598472797,16666666.666666666,64.57771938625518
Fiorentina,"CF, RAMF",3.61,2.94,26.92,1.41,0.23,0.31,2.26,50.0,10.0,1.36,33.33,3.95,51.43,16.49,2.94,1.47,1.02,19.31,80.12,0.13,0.34,0.56,1.81,1.92,41.18,1.24,12.177922317568369,62.82,Italy 1.,97.14,61.398565084314356,16666666.666666666,60.25870857588292
Flamengo,CF,3.86,3.72,53.85,2.26,0.14,0.36,2.58,38.89,5.556,1.43,20.0,3.29,52.17,9.73,4.01,1.86,0.29,16.45,78.26,0.02,0.0,0.29,1.14,1.57,45.45,0.86,8.540873360283573,73.93,Brazil 1.,82.86,72.13761501749921,1800000.0,69.9238535157493
Fluminense,CF,1.47,3.785,30.0,1.125,0.175,0.26,2.08,28.32,8.3915,0.535,70.0,0.7649999999999999,57.144999999999996,6.11,2.995,0.165,0.0,18.115000000000002,75.27,0.095,0.09,0.505,1.82,0.79,50.0,0.585,9.51414235436773,70.95,Brazil 1.,82.86,69.22986318803692,1025000.0,67.30687686923324
Fortaleza,CF,2.7375,6.975,37.1025,1.965,0.24,0.3575,2.2625,34.677499999999995,13.121749999999999,0.625,45.835,1.1425,70.4025,5.4675,3.1775,0.4975,0.0,16.155,76.565,0.065,0.0675,0.205,1.3775,1.2175,47.5525,0.5,8.800924517526843,73.13,Brazil 1.,82.86,71.35701049952274,500000.0,69.22130944957047
Freiburg,CF,2.875,9.955,31.005000000000003,2.575,0.18,0.29500000000000004,1.71,39.17,10.369,0.44,21.43,0.875,32.065,6.845000000000001,3.125,0.65,0.06,14.93,69.965,0.085,0.025,0.235,1.47,0.9950000000000001,55.21,0.8,6.187155989839336,81.11,Germany 1.,94.29,81.11000000000001,6000000.0,78.99900000000001
Fulham,CF,2.545,8.985,41.644999999999996,2.255,0.46499999999999997,0.525,2.8499999999999996,44.185,18.0875,0.61,23.61,1.38,53.68,8.445,4.395,0.6950000000000001,0.245,14.594999999999999,73.36,0.05,0.14500000000000002,0.135,1.8599999999999999,0.6950000000000001,58.335,0.71,5.452036208926662,83.36,England 1.,100.0,79.55211520000002,12500000.0,79.09690368000001
Genoa,CF,1.5,6.73,36.4,1.68,0.27,0.27,1.95,42.42,13.636,0.8,29.63,1.21,58.54,7.67,2.74,0.44,0.0,17.23,71.06,0.02,0.03,0.15,1.74,0.88,40.0,0.21,7.745304981706033,76.35,Italy 1.,97.14,74.62242031498569,7625000.0,74.78517828348713
Genoa,"CF, LAMF",3.93,5.58,35.19,2.71,0.1,0.12,1.03,30.0,10.0,1.03,10.0,2.17,47.62,9.2,2.07,0.72,0.41,15.6,70.2,0.12,0.21,0.31,1.65,1.45,28.57,0.83,10.456932160165083,68.08,Italy 1.,97.14,66.53954649697741,7625000.0,67.51059184727967
Genoa,"CF, LWF, RW",6.34,4.16,47.76,4.1,0.12,0.13,1.8,13.79,6.897,2.48,30.0,4.35,52.86,13.17,2.92,1.68,0.5,17.45,65.48,0.24,0.12,0.62,1.8,1.93,45.16,0.75,13.889618483890548,57.6,Italy 1.,97.14,56.29667858733695,7625000.0,58.29201072860325
Genoa,"CF, RWF",2.25,4.77,32.35,1.36,0.14,0.43,2.39,41.18,5.882,0.56,75.0,1.12,75.0,9.97,3.37,1.26,0.28,14.32,75.49,0.1,0.14,0.14,1.26,0.56,75.0,0.42,10.393525188829491,68.27,Italy 1.,97.14,66.72524734648427,7625000.0,67.67772261183583
Getafe,CF,3.313333333333334,11.936666666666667,38.903333333333336,3.1,0.18333333333333335,0.22,1.43,50.79333333333333,14.814999999999998,0.5966666666666667,31.849999999999998,1.7566666666666666,49.833333333333336,8.646666666666667,2.526666666666667,0.38333333333333336,0.056666666666666664,13.463333333333333,74.45666666666666,0.023333333333333334,0.06333333333333334,0.07333333333333335,1.3666666666666665,0.8633333333333333,46.75,0.45,7.866669684343361,75.98,Spain 1.,94.29,75.98,4900000.0,73.382
Getafe,"CF, LAMF, LW",6.89,2.1,40.0,2.65,0.0,0.26,1.34,43.75,0.0,0.5,0.0,1.09,46.15,5.97,2.86,0.67,0.0,17.14,79.41,0.01,0.0,0.0,1.01,0.76,55.56,0.92,9.520692355850207,70.93,Spain 1.,94.29,70.93,4900000.0,68.83700000000002
Getafe,"CF, LW",4.28,8.42,35.71,1.98,0.13,0.14,1.57,31.91,8.511,0.84,28.0,3.54,39.62,15.55,2.57,1.37,0.27,17.65,73.3,0.07,0.07,0.33,2.24,1.2,38.89,0.5,9.84467412732326,69.95,Spain 1.,94.29,69.95000000000002,4900000.0,67.95500000000001
Gil Vicente,CF,3.71,4.895,35.295,2.305,0.33499999999999996,0.24000000000000002,1.65,40.0,21.6665,0.395,35.415,2.06,40.055,11.585,2.37,0.52,0.05,17.32,77.41499999999999,0.05500000000000001,0.21,0.25,1.1949999999999998,0.69,43.59,0.55,7.909294408404757,75.85,Portugal 1.,71.43,72.1721317212854,350000.0,69.95491854915686
Gimnasia La Plata,CF,3.88,9.33,40.91,5.01,0.24,0.27,1.94,28.13,12.5,0.61,20.0,1.88,48.39,9.08,3.88,1.03,0.06,18.41,74.67,0.04,0.12,0.18,1.09,0.67,72.73,0.55,7.91255513134463,75.84,Argentina 1.,71.43,72.162616608336,0.0,69.9463549475024
Girona,CF,2.6033333333333335,3.2433333333333336,26.330000000000002,2.1666666666666665,0.32,0.3766666666666667,1.4966666666666664,48.339999999999996,24.906333333333333,0.39666666666666667,20.74,0.5766666666666667,52.94,4.11,2.9066666666666663,0.35333333333333333,0.10333333333333333,11.813333333333333,82.33,0.023333333333333334,0.06333333333333334,0.12666666666666668,0.7799999999999999,0.4166666666666667,52.379999999999995,0.43,8.21929482844432,74.91,Spain 1.,94.29,74.91,6860000.0,74.279
Girona,"CF, AMF, LAMF",4.34,2.56,26.92,1.8,0.1,0.11,0.69,57.14,14.286,1.68,35.29,1.38,57.14,4.63,2.37,1.38,0.39,20.9,80.19,0.14,0.0,0.39,1.38,1.77,50.0,0.99,12.960366260786921,60.43,Spain 1.,94.29,60.43,6860000.0,61.247
Girona,"CF, LAMF, LW",2.99,0.37,42.86,1.49,0.21,0.25,1.81,50.0,11.765,3.31,35.48,6.72,60.32,11.04,4.05,4.48,0.43,22.73,78.17,0.14,0.11,0.59,1.71,3.25,52.46,0.96,15.141567167171335,53.77,Spain 1.,94.29,53.77000000000001,6860000.0,55.25300000000001
Godoy Cruz,CF,1.08,5.72,33.96,1.33,0.22,0.15,1.62,53.33,13.333,0.43,25.0,0.97,66.67,9.17,2.37,0.22,0.11,9.6,68.54,0.0,0.0,0.0,1.4,0.11,0.0,0.32,10.415087529312338,68.2,Argentina 1.,71.43,64.89307031498569,500000.0,63.40376328348712
Godoy Cruz,"CF, LW",4.12,10.02,39.71,1.86,0.0,0.07,0.88,16.67,0.0,0.88,16.67,1.77,50.0,11.34,1.77,0.29,0.0,15.61,59.43,0.02,0.0,0.0,2.65,1.18,0.0,0.0,12.298200378043308,62.46,Argentina 1.,71.43,59.43139548202355,500000.0,58.48825593382119
Grêmio,CF,2.83,4.13,28.95,1.29,0.11,0.38,1.63,53.33,20.0,0.43,50.0,1.09,40.0,5.65,3.04,0.22,0.0,13.48,79.03,0.02,0.22,0.11,2.07,0.76,85.71,0.43,7.559912004042522,76.92,Brazil 1.,82.86,75.05512440343621,3200000.0,72.54961196309259
Heidenheim,CF,3.82,6.97,25.61,2.45,0.17,0.24,1.61,47.37,10.526,0.59,42.86,2.21,38.46,8.67,2.89,1.19,0.42,16.15,74.74,0.09,0.0,0.34,0.85,1.36,62.5,0.85,8.503412697928646,74.04,Germany 1.,94.29,74.04,1700000.0,71.63600000000001
Heidenheim,"CF, AMF",3.3,8.41,34.93,2.59,0.16,0.35,2.13,35.85,11.321,0.52,23.08,1.37,32.35,6.48,3.02,0.72,0.04,18.84,70.3,0.13,0.2,0.52,2.25,1.13,50.0,0.93,6.830207254901179,79.15,Germany 1.,94.29,79.15,1700000.0,76.23500000000001
Heidenheim,"CF, LB, LAMF",4.54,3.83,40.74,4.76,0.35,0.27,1.98,39.29,17.857,2.41,47.06,1.91,59.26,6.17,2.41,2.06,0.21,27.57,75.32,0.11,0.0,0.14,2.41,1.91,51.85,0.28,11.432004331725434,65.1,Germany 1.,94.29,65.1,1700000.0,63.589999999999996
Hellas Verona,CF,3.473333333333333,8.143333333333333,30.573333333333334,1.8266666666666664,0.25333333333333335,0.3233333333333333,1.9666666666666668,32.23666666666667,15.276333333333332,0.6266666666666666,21.113333333333333,1.5933333333333335,58.77333333333333,7.62,3.0100000000000002,0.9800000000000001,0.14333333333333334,16.653333333333332,74.68666666666667,0.043333333333333335,0.08333333333333333,0.27,1.5566666666666666,0.8166666666666668,56.64333333333334,0.5766666666666667,7.674893102505887,76.57,Italy 1.,97.14,74.83744235125677,1425000.0,72.3536981161311
Hellas Verona,"CF, AMF, LWF",5.74,7.71,31.11,1.72,0.09,0.15,1.03,33.33,8.333,2.31,11.11,2.91,47.06,8.31,2.66,1.46,0.17,13.46,62.42,0.08,0.0,0.17,0.94,1.37,25.0,0.51,10.54699573716117,67.8,Italy 1.,97.14,66.26588208717786,1425000.0,64.63929387846008
Hoffenheim,CF,2.74,5.775,34.21,2.25,0.39,0.28,1.735,41.739999999999995,26.5215,0.505,22.5,1.18,27.775,6.875,3.515,0.39,0.0,16.884999999999998,71.59,0.02,0.06,0.1,1.2,0.77,42.86,0.505,5.783667928650093,82.34,Germany 1.,94.29,82.34,3600000.0,79.10600000000001
Hoffenheim,"CF, LAMF",2.99,8.44,37.5,2.5,0.0,0.14,1.76,40.0,0.0,0.35,0.0,1.05,66.67,8.44,4.57,0.35,0.0,15.47,75.0,0.07,0.0,0.18,0.7,0.53,100.0,1.05,10.806581091165752,67.01,Germany 1.,94.29,67.01,3600000.0,65.309
Hoffenheim,"CF, LAMF, LWB",3.14,2.7,34.55,1.59,0.34,0.17,1.57,53.13,21.875,4.32,28.41,4.61,64.89,10.64,3.53,1.72,0.44,25.95,68.81,0.11,0.15,0.54,2.65,3.87,45.57,1.03,14.002258641508133,57.25,Germany 1.,94.29,57.25000000000001,3600000.0,56.525000000000006
Hoffenheim,"CF, RAMF, AMF",3.69,4.31,46.39,2.36,0.36,0.28,2.49,42.86,14.286,1.15,30.77,3.11,64.29,11.1,3.86,2.04,0.22,21.53,74.23,0.12,0.04,0.49,2.58,1.64,72.97,1.07,10.38002569942522,68.31,Germany 1.,94.29,68.31,3600000.0,66.47900000000001
Holstein Kiel,CF,3.9233333333333333,5.773333333333333,33.10333333333333,2.263333333333333,0.21,0.3233333333333333,1.9733333333333334,46.06999999999999,13.009666666666666,1.4133333333333333,43.44,2.65,38.28,9.256666666666668,3.0733333333333337,0.8333333333333334,0.3,14.88,63.71666666666667,0.11333333333333333,0.17333333333333334,0.52,1.7333333333333332,1.4466666666666665,60.74333333333334,0.8000000000000002,7.64657722834709,76.66,Germany 1.,94.29,76.66,1220000.0,73.994
Holstein Kiel,"CF, AMF",4.12,1.87,20.0,3.58,0.31,0.23,2.19,42.86,17.143,1.81,55.17,1.56,40.0,6.62,2.44,1.06,0.37,25.67,73.97,0.16,0.25,0.62,3.37,2.56,60.98,1.0,11.885467222441239,63.72,Germany 1.,94.29,63.72,1220000.0,62.348
Holstein Kiel,"CF, LWF",2.62,3.29,33.33,2.15,0.38,0.32,1.94,50.0,23.913,1.65,38.46,1.27,53.33,5.15,2.37,0.97,0.3,23.4,73.29,0.13,0.25,0.42,2.49,1.73,53.66,0.68,9.44770372644186,71.16,Germany 1.,94.29,71.16,1220000.0,69.044
Hull City,CF,3.31,4.8149999999999995,28.9,1.935,0.20500000000000002,0.24,1.22,50.925,20.486,0.06,0.0,1.6099999999999999,43.65,7.045,2.38,0.495,0.065,9.3,79.55000000000001,0.05,0.04,0.18,0.785,0.44,50.0,0.47,8.265802455439166,74.77,England 2.,71.43,71.14449952274897,1850000.0,69.03004957047408
Hull City,"CF, AMF, LCMF",7.02,4.85,42.55,3.59,0.31,0.23,1.03,50.0,30.0,0.21,0.0,0.52,60.0,5.37,1.86,0.83,0.1,27.04,83.59,0.06,0.41,0.1,4.33,1.14,72.73,1.14,13.168862647432709,59.8,England 2.,71.43,56.90037543748012,1850000.0,56.21033789373211
Hull City,"CF, LAMF",5.13,8.15,38.14,3.98,0.0,0.18,0.84,40.0,0.0,1.51,22.22,2.86,41.18,7.65,2.94,1.43,0.25,14.12,66.67,0.05,0.08,0.08,0.92,1.09,30.77,0.5,9.853833406681451,69.92,England 2.,71.43,66.52966974228445,1850000.0,64.87670276805602
Huracán,CF,4.28,11.32,41.46,3.56,0.14,0.12,1.38,50.0,10.0,0.97,14.29,2.62,57.89,9.94,1.93,0.55,0.0,16.56,76.67,0.02,0.0,0.28,1.1,1.1,12.5,0.55,10.80871975354279,67.0,Argentina 1.,71.43,63.75125676105632,1100000.0,62.376131084950686
Huracán,"CF, AMF",4.35,7.02,20.65,2.74,0.31,0.42,2.59,50.0,14.706,0.99,23.08,1.3,35.29,6.03,4.04,0.46,0.0,12.74,64.67,0.03,0.08,0.15,1.14,0.92,33.33,0.31,6.290758412664411,80.8,Argentina 1.,71.43,76.88211263124404,1100000.0,74.19390136811964
Independiente,CF,2.835,6.33,28.485,3.2249999999999996,0.28,0.32,1.78,51.43,20.0,0.72,57.78,1.79,39.18,11.045,3.555,0.565,0.0,18.595,75.29,0.085,0.045,0.445,1.33,1.53,48.96,0.75,7.766819916158143,76.29,Argentina 1.,71.43,72.59079669105951,2050000.0,70.33171702195357
Independiente Rivadavia,"CF, LWF",2.58,4.445,27.08,2.16,0.06,0.185,1.54,37.95,3.846,3.175,14.955,4.43,47.18,10.309999999999999,2.635,2.02,0.32,22.855,73.62,0.14500000000000002,0.45499999999999996,0.405,2.26,3.05,30.055,0.71,12.901433809902178,60.61,Argentina 1.,71.43,57.67109958638244,787500.0,56.903989627744195
