Team,Position,Defensive duels per 90,Aerial duels per 90,"Aerial duels won, %",PAdj Interceptions,Non-penalty goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Distance,Club Fit %,League,League Strength,Adjusted Fit %,Avg Team Market Value,Final Fit %
AVS ,CF,1.955,8.105,45.84,1.6549999999999998,0.22,0.33499999999999996,2.495,31.41,11.2395,0.33,33.33,1.145,34.260000000000005,7.65,2.5949999999999998,0.41500000000000004,0.0,15.19,77.815,0.09,0.075,0.35,1.595,0.63,56.25,0.635,6.060573819946254,81.5,Portugal 1.,71.43,77.54817053770283,116666.66666666667,74.79335348393255
AVS ,"CF, RWF",2.85,6.68,40.24,2.4,0.08,0.2,1.71,19.05,4.762,0.49,33.33,2.36,37.93,9.05,3.51,1.47,0.41,15.08,74.05,0.06,0.16,0.16,0.82,0.73,77.78,0.73,8.098099201948573,75.28,Portugal 1.,71.43,71.62977028316895,116666.66666666667,69.46679325485206
Aldosivi,CF,5.24,5.93,33.72,2.74,0.28,0.45,2.27,48.48,18.182,0.96,21.43,3.17,26.09,15.3,3.1,0.76,0.07,20.26,74.83,0.08,0.14,0.41,2.0,1.31,57.89,1.1,7.665261572467884,76.6,Argentina 1.,71.43,72.88576519249125,0.0,70.59718867324213
Angers SCO,CF,2.7733333333333334,4.833333333333333,28.52333333333333,1.1966666666666665,0.30333333333333334,0.37333333333333335,2.03,44.53,18.835333333333335,0.7233333333333333,37.85666666666666,1.97,54.70666666666667,6.63,2.956666666666667,1.02,0.22666666666666668,15.200000000000001,76.67,0.04,0.18666666666666668,0.043333333333333335,1.2633333333333334,0.8966666666666668,43.48333333333333,0.41333333333333333,7.513556339923916,77.06,France 1.,91.43,76.59252391557959,1933333.3333333333,73.93327152402163
Argentinos Juniors,CF,3.45,7.85,38.79,2.29,0.61,0.55,3.11,41.3,19.565,1.08,12.5,3.72,45.45,11.64,4.67,0.54,0.14,18.14,75.0,0.01,0.0,0.07,1.29,0.95,42.86,0.61,7.139255692553975,78.2,Argentina 1.,71.43,74.40818326439708,600000.0,71.96736493795737
Argentinos Juniors,"CF, AMF, RCMF",5.22,2.26,28.21,3.8,0.17,0.21,2.21,23.68,7.895,0.87,53.33,1.86,50.0,8.82,2.79,1.62,0.23,41.55,84.64,0.12,0.17,0.29,5.86,2.55,50.0,1.39,15.87693246629135,51.53,Argentina 1.,71.43,49.031377028316896,600000.0,49.12823932548521
Arouca,CF,4.25,5.013333333333333,35.193333333333335,2.1166666666666667,0.2733333333333334,0.4166666666666667,2.143333333333333,48.98666666666667,18.717,0.8933333333333332,26.86,1.8499999999999999,51.42666666666667,9.63,3.3699999999999997,1.1233333333333333,0.26,15.036666666666667,72.04666666666667,0.06333333333333334,0.11333333333333334,0.2833333333333334,1.39,1.0966666666666667,36.666666666666664,0.34,6.159587041454793,81.2,Portugal 1.,71.43,77.26271714922049,1583333.3333333333,74.53644543429844
Arsenal,CF,3.8899999999999997,5.53,27.645,4.19,0.385,0.425,2.075,41.239999999999995,18.606,1.175,31.36,2.665,56.535000000000004,8.155000000000001,4.64,1.345,0.33999999999999997,22.685,83.08,0.09,0.0,0.24,1.41,1.365,61.58,1.24,10.34044666136511,68.43,England 1.,100.0,65.3041176,67500000.0,63.77370584
Aston Villa,CF,3.06,4.91,36.965,1.875,0.635,0.55,3.1950000000000003,44.675,20.593,0.54,38.16,2.005,49.2,7.699999999999999,4.54,1.1199999999999999,0.125,14.47,78.21000000000001,0.055,0.03,0.205,1.5499999999999998,0.915,61.385,0.775,6.568717175678746,79.95,England 1.,100.0,76.29788400000001,42500000.0,73.66809560000002
Atalanta,CF,2.4,4.62,34.11,1.16,0.75,0.82,3.33,39.78,26.882,0.72,20.0,1.22,47.06,10.71,5.45,0.36,0.21,19.85,78.7,0.06,0.18,0.5,1.5,0.97,44.44,0.75,8.992495698280132,72.55,Italy 1.,97.14,70.90840332484886,23625000.0,68.81756299236397
Atalanta,"CF, AMF, LWF",3.54,4.22,36.25,1.75,0.32,0.34,2.48,38.3,12.766,1.32,12.0,5.49,50.96,14.41,2.85,2.53,0.26,22.7,75.12,0.07,0.26,0.42,2.22,1.74,30.3,0.84,11.019406166854525,66.36,Italy 1.,97.14,64.85846512249444,23625000.0,63.37261861024499
Atalanta,"CF, LWF, AMF",3.79,1.21,50.0,1.77,0.53,0.49,2.92,42.86,19.481,3.18,42.86,7.05,53.76,13.5,6.44,4.09,0.49,31.92,78.62,0.3,0.08,0.57,1.86,3.37,65.17,2.5,19.139016814534845,41.57,Italy 1.,97.14,40.62939112631244,23625000.0,41.5664520136812
Atalanta,"CF, RWF, AMF",3.02,3.51,48.84,1.26,0.29,0.29,1.63,47.5,17.5,2.73,34.33,5.5,61.48,13.98,4.65,3.75,0.45,38.03,77.71,0.23,0.57,0.86,4.93,4.36,62.62,2.4,18.8116013369416,42.57,Italy 1.,97.14,41.60676401845372,23625000.0,42.446087616608345
Athletic Bilbao,CF,3.8099999999999996,5.18,32.455,2.38,0.215,0.345,2.09,35.415,9.6065,0.605,5.555,2.06,48.685,10.219999999999999,3.49,1.39,0.18,16.795,74.985,0.045,0.125,0.28,1.685,0.895,36.905,0.66,7.031251776062555,78.53,Spain 1.,94.29,78.53,11000000.0,79.677
Athletic Bilbao,"CF, RAMF, LAMF",6.44,3.47,25.0,1.94,0.12,0.15,1.73,21.43,7.143,1.98,25.0,5.08,51.22,10.28,2.1,3.09,0.5,15.35,68.55,0.07,0.0,0.25,0.99,1.73,50.0,0.5,12.486424004624679,61.88,Spain 1.,94.29,61.88000000000001,11000000.0,64.69200000000001
Atlético Madrid,CF,2.44,5.390000000000001,50.465,2.075,0.61,0.5,2.7350000000000003,46.75,21.844,1.515,14.285,1.565,47.975,7.41,4.18,1.3399999999999999,0.18,29.195,78.49000000000001,0.10500000000000001,0.275,0.33499999999999996,3.29,2.46,55.44,1.275,9.693763271949148,70.41,Spain 1.,94.29,70.41,39500000.0,68.369
Atlético Madrid,"CF, LW",4.8,1.92,25.86,1.76,0.43,0.41,2.39,55.56,23.611,1.33,32.5,2.58,57.69,7.52,3.48,2.09,0.53,29.39,78.35,0.23,0.43,0.6,2.45,2.22,55.22,1.39,13.479971765148344,58.85,Spain 1.,94.29,58.85000000000001,39500000.0,57.96500000000001
Atlético Madrid,"CF, RW",5.82,1.31,14.29,2.5,0.38,0.6,3.19,38.24,11.765,2.63,39.29,4.22,55.56,10.7,6.38,1.78,0.38,26.0,77.98,0.16,0.19,0.56,2.44,2.72,55.17,1.5,14.669288944293184,55.22,Spain 1.,94.29,55.22,39500000.0,54.698
Atlético Mineiro,CF,3.51,2.25,21.74,1.72,0.0,0.17,2.44,44.0,4.0,1.85,36.84,3.71,42.11,11.52,2.05,1.07,0.1,19.52,73.0,0.12,0.2,0.2,1.85,2.44,40.0,0.68,11.302970527910926,65.49,Brazil 1.,82.86,63.90223735284759,5400000.0,62.912013617562835
Atlético Mineiro,"CF, RAMF, AMF",3.8,3.8,27.91,2.94,0.27,0.35,2.56,44.83,10.345,1.59,11.11,1.68,36.84,6.45,3.27,0.97,0.27,15.12,73.1,0.01,0.0,0.09,1.33,1.59,33.33,0.35,6.5099394801310595,80.13,Brazil 1.,82.86,78.18730003181673,5400000.0,75.76857002863507
Atlético Tucumán,CF,2.09,8.05,35.8,1.73,0.3,0.42,1.89,42.11,15.789,0.4,25.0,1.49,40.0,8.25,3.28,0.6,0.1,19.07,68.23,0.02,0.2,0.2,2.38,1.39,14.29,0.3,6.031903127065169,81.59,Argentina 1.,71.43,77.63380655424754,1700000.0,74.87042589882279
Atlético Tucumán,"CF, LW",3.05,4.82,29.27,1.99,0.12,0.13,1.53,46.15,7.692,2.0,17.65,3.41,51.72,9.28,1.64,1.29,0.47,24.44,62.02,0.01,0.35,0.12,3.41,2.94,32.0,0.94,12.67140962465386,61.32,Argentina 1.,71.43,58.34667260579065,1700000.0,57.512005345211584
Atlético Tucumán,"CF, LWF",1.21,2.12,9.52,1.34,0.4,0.38,2.42,45.83,16.667,1.21,25.0,1.92,36.84,8.59,3.74,0.91,0.4,19.9,77.66,0.04,0.1,0.3,1.82,1.21,50.0,0.51,9.311584684567501,71.57,Argentina 1.,71.43,68.09966337893732,1700000.0,66.28969704104358
Augsburg,CF,2.2199999999999998,8.174999999999999,38.66,1.795,0.31999999999999995,0.30000000000000004,2.065,39.980000000000004,17.437,0.45499999999999996,26.785,2.135,44.165,10.075,3.6900000000000004,0.7,0.05,16.675,71.725,0.065,0.05,0.225,1.485,0.65,51.875,0.675,5.840956492260841,82.17,Germany 1.,94.29,82.17,4250000.0,78.953
Auxerre,CF,2.455,8.225,37.21,2.375,0.245,0.27,1.6400000000000001,48.0,16.0,0.5549999999999999,22.22,0.59,58.57,3.89,3.465,0.5549999999999999,0.125,14.32,75.38,0.055,0.12,0.185,0.9650000000000001,0.43,50.0,0.455,7.597646071434098,76.81,France 1.,91.43,76.34404051331,1766666.6666666667,73.709636461979
Auxerre,"CF, LW",3.67,3.89,22.22,3.49,0.14,0.26,2.23,27.42,8.065,1.19,27.27,3.85,45.79,11.48,3.78,1.58,0.22,23.89,80.27,0.1,0.14,0.54,1.66,1.66,47.83,0.83,11.192642388939182,65.83,France 1.,91.43,65.43064948562944,1766666.6666666667,63.8875845370665
Bahia,CF,3.5,3.58,30.95,2.24,0.09,0.29000000000000004,1.81,42.275,9.091,0.43500000000000005,0.0,1.355,53.635,6.01,3.1950000000000003,0.41,0.08,16.759999999999998,76.905,0.01,0.16999999999999998,0.26,0.9349999999999999,0.675,33.335,0.44,8.13049756138071,75.18,Brazil 1.,82.86,73.35730957683742,6500000.0,72.52157861915369
Banfield,CF,4.640000000000001,8.453333333333333,29.320000000000004,2.526666666666667,0.15666666666666665,0.21333333333333335,1.2266666666666668,41.666666666666664,19.444333333333333,0.7633333333333333,29.763333333333332,2.563333333333333,53.17666666666667,11.853333333333333,2.276666666666667,1.0999999999999999,0.3,15.586666666666668,71.79333333333334,0.049999999999999996,0.18000000000000002,0.35333333333333333,1.18,0.9066666666666666,63.333333333333336,0.49666666666666665,9.443140010655114,71.17,Argentina 1.,71.43,67.71905886096087,43750.0,65.94715297486479
Banfield,"CF, LW, RW",5.8,1.6,5.26,3.41,0.17,0.11,1.93,30.43,8.696,1.51,5.56,4.45,37.74,10.92,2.86,3.11,0.76,19.41,71.43,0.18,0.0,0.42,2.35,1.18,42.86,0.67,14.485917770971794,55.78,Argentina 1.,71.43,53.07530003181674,43750.0,52.76777002863506
Barcelona,CF,1.8166666666666667,2.49,36.03666666666667,1.4733333333333334,0.5733333333333334,0.48,2.8366666666666664,43.98666666666667,22.645333333333337,0.7366666666666667,23.483333333333334,1.5966666666666667,44.75333333333333,7.786666666666666,3.686666666666667,1.1766666666666665,0.04666666666666667,20.69333333333333,78.47333333333334,0.10999999999999999,0.35000000000000003,0.36999999999999994,3.0933333333333333,1.7466666666666668,46.376666666666665,1.0833333333333333,7.844496681352383,76.05,Spain 1.,94.29,76.05000000000001,9520000.0,77.965
Barcelona,"CF, LAMF, LWF",2.99,1.155,34.705,3.5200000000000005,0.575,0.53,3.1,53.57,18.5065,1.115,28.29,2.27,54.39,7.07,4.62,1.01,0.035,25.03,81.185,0.14,0.255,0.79,2.0949999999999998,2.27,54.165,1.9849999999999999,11.344253753102938,65.37,Spain 1.,94.29,65.37,9520000.0,68.35300000000001
Barracas Central,CF,3.83,14.53,43.41,2.93,0.56,0.37,2.48,45.45,22.727,0.34,33.33,1.8,31.25,10.7,2.93,0.45,0.0,12.62,70.54,0.06,0.0,0.34,0.9,0.9,37.5,0.79,5.014294512992202,84.69,Argentina 1.,71.43,80.58349156856507,350000.0,77.52514241170856
Barracas Central,"CF, RW, RWF",2.705,9.315,17.935000000000002,2.01,0.315,0.245,1.9649999999999999,37.25,16.377,0.895,23.81,1.295,58.335,7.175,2.3899999999999997,0.22000000000000003,0.085,15.865,71.02000000000001,0.1,0.085,0.26,1.595,1.0350000000000001,41.665,0.605,9.364290019886335,71.41,Argentina 1.,71.43,67.94742157174674,350000.0,66.15267941457208
Bayer Leverkusen,CF,1.99,4.89,57.63,0.47,0.66,0.72,3.9,38.3,17.021,1.0,33.33,3.98,39.58,12.11,4.81,1.82,0.25,18.41,75.23,0.11,0.33,0.41,1.16,1.41,47.06,1.0,10.024772755220495,69.4,Germany 1.,94.29,69.4,30666666.666666668,67.46000000000001
Bayer Leverkusen,"CF, AMF",4.61,5.84,42.11,2.81,0.21,0.23,1.64,43.75,12.5,3.69,25.0,3.59,62.86,8.82,5.54,3.18,0.62,33.42,81.6,0.12,0.1,0.51,2.15,3.08,50.0,1.44,15.33724466888532,53.18,Germany 1.,94.29,53.18000000000001,30666666.666666668,52.86200000000001
Bayer Leverkusen,"CF, RWF",1.75,5.29,49.54,2.2,0.97,0.52,2.62,61.11,38.889,0.19,0.0,1.02,42.86,6.41,4.37,0.1,0.0,16.22,80.54,0.02,0.1,0.0,1.02,0.39,62.5,0.53,7.048385245467904,78.48,Germany 1.,94.29,78.48,30666666.666666668,75.632
Bayern München,CF,1.04,2.19,54.1,2.73,0.61,0.72,3.94,50.0,23.636,0.86,29.17,2.12,49.15,6.35,4.66,0.82,0.14,21.51,82.33,0.13,0.25,0.5,2.47,2.26,65.08,1.65,10.837691769772961,66.91,Germany 1.,94.29,66.91,100000000.0,65.219
Belgrano,CF,3.046666666666667,5.383333333333333,29.85666666666667,2.223333333333333,0.20333333333333334,0.33,2.2133333333333334,41.9,10.185,1.0166666666666666,23.723333333333333,2.0033333333333334,34.60666666666666,10.1,3.3666666666666667,0.85,0.07666666666666666,17.87,74.34333333333333,0.06666666666666667,0.09999999999999999,0.36333333333333334,1.5966666666666667,1.3933333333333333,43.85999999999999,0.67,6.573923833776611,79.93,Argentina 1.,71.43,76.05429780464526,3133333.3333333335,73.44886802418074
Benfica,CF,2.2,4.94,31.94,1.74,0.69,0.72,2.95,58.14,25.581,0.69,30.0,3.43,36.0,10.29,5.56,0.62,0.14,19.28,76.16,0.06,0.14,0.21,1.3,0.75,63.64,1.03,8.263977564775233,74.77,Portugal 1.,71.43,71.14449952274897,25000000.0,69.03004957047408
Blackburn Rovers,CF,3.24,13.74,43.43,3.06,0.22,0.26,1.92,38.46,11.538,0.63,23.53,1.92,44.23,8.33,2.91,1.07,0.11,16.36,63.51,0.1,0.18,0.22,1.69,1.03,57.14,0.7,7.384338505641386,77.46,England 2.,71.43,73.70406490614063,1300000.0,71.33365841552657
Blackburn Rovers,"CF, AMF",4.73,8.16,26.32,2.65,0.31,0.22,1.72,43.18,18.182,1.05,11.11,2.19,50.0,7.54,2.93,1.21,0.27,16.41,71.9,0.03,0.0,0.23,1.45,0.82,47.62,0.51,8.226565408755368,74.89,England 2.,71.43,71.25868087814192,1300000.0,69.13281279032773
Blackburn Rovers,"CF, AMF, RCMF",5.63,6.23,33.33,3.33,0.0,0.11,1.48,50.0,0.0,1.63,45.45,1.63,36.36,8.6,1.93,0.3,0.15,29.36,77.27,0.09,0.0,0.3,2.52,1.19,50.0,0.44,12.182846800518481,62.81,England 2.,71.43,59.76442443525295,1300000.0,58.787981991727655
Boavista,CF,3.05,4.58,38.0,1.94,0.12,0.37,2.51,37.8,6.098,0.55,22.22,1.16,44.74,7.39,3.21,0.46,0.03,12.46,75.25,0.01,0.06,0.06,1.25,0.79,57.69,0.31,5.606808275173506,82.88,Portugal 1.,71.43,78.8612561247216,2800000.0,75.97513051224945
Boavista,"CF, RW, RWF",3.08,2.12,36.36,1.93,0.1,0.24,1.73,61.11,5.556,1.25,30.77,1.83,47.37,6.92,2.31,1.35,0.48,19.04,73.74,0.06,0.0,0.1,1.83,1.15,58.33,0.48,8.894312573139933,72.85,Portugal 1.,71.43,69.31759783646199,2800000.0,67.38583805281579
Boca Juniors,CF,2.6999999999999997,3.2866666666666666,21.62,2.5866666666666664,0.38999999999999996,0.2966666666666667,1.4666666666666668,44.85999999999999,26.42866666666667,0.6866666666666665,27.349999999999998,2.1566666666666667,45.34666666666667,6.876666666666668,2.766666666666667,1.2433333333333334,0.26333333333333336,14.446666666666667,74.58666666666666,0.08666666666666667,0.22999999999999998,0.32666666666666666,1.4066666666666665,1.2433333333333334,28.646666666666665,0.5599999999999999,8.490292578623162,74.08,Argentina 1.,71.43,70.48795672923958,2933333.3333333335,68.43916105631563
Bochum,CF,3.096666666666667,6.8500000000000005,41.75,1.9733333333333334,0.26666666666666666,0.3233333333333333,1.9433333333333334,39.443333333333335,14.618333333333334,0.9166666666666666,38.4,2.29,43.629999999999995,9.116666666666665,2.9599999999999995,0.7633333333333333,0.20999999999999996,16.386666666666667,73.89999999999999,0.08333333333333333,0.11,0.3066666666666667,1.71,0.9900000000000001,56.97,0.53,6.40620452052115,80.44,Germany 1.,94.29,80.44,3450000.0,77.396
Bochum,"CF, RWF",4.1,6.03,26.67,2.42,0.16,0.36,2.25,50.0,7.143,2.33,27.59,1.53,63.16,5.63,3.78,0.97,0.32,21.23,75.76,0.11,0.08,0.4,1.37,2.09,38.46,0.56,10.001415391636996,69.47,Germany 1.,94.29,69.47,3450000.0,67.523
Bologna,CF,3.5949999999999998,5.205,36.915,2.7350000000000003,0.25,0.30000000000000004,1.945,38.7,12.7865,0.27,22.22,1.13,62.31,9.685,3.6550000000000002,0.6599999999999999,0.07,16.95,79.455,0.045,0.125,0.165,1.6999999999999997,0.925,53.845,0.5900000000000001,8.513792652846387,74.01,Italy 1.,97.14,72.33536774737513,9000000.0,74.10183097263761
Borussia Dortmund,CF,0.98,7.05,46.51,2.13,0.59,0.64,2.62,47.5,26.25,0.07,50.0,1.74,37.74,8.92,3.97,0.62,0.07,17.21,80.38,0.07,0.23,0.3,1.18,0.79,70.83,0.92,6.289663350533069,80.8,Germany 1.,94.29,80.8,35000000.0,77.72
Borussia Dortmund,"CF, LAMF, RAMF",4.88,2.96,44.44,2.55,0.44,0.4,2.03,37.84,21.622,1.26,34.78,2.19,50.0,5.97,4.71,0.93,0.16,20.6,74.73,0.13,0.16,0.44,1.64,1.42,50.0,1.21,8.428744130584437,74.27,Germany 1.,94.29,74.27,35000000.0,71.843
Borussia M'gladbach,CF,4.66,9.1,50.17,3.01,0.44,0.36,2.12,55.22,20.896,0.82,11.54,1.14,41.67,6.56,3.55,0.95,0.29,18.6,65.25,0.09,0.22,0.35,1.77,0.79,60.0,0.82,6.425280818736554,80.38,Germany 1.,94.29,80.38,6000000.0,78.342
Botafogo,CF,1.95,6.97,41.18,1.62,0.31,0.35,3.18,41.94,9.677,0.51,40.0,1.33,46.15,9.84,5.02,0.92,0.1,15.58,77.63,0.07,0.0,0.41,1.13,0.62,83.33,0.62,7.491309689352139,77.13,Brazil 1.,82.86,75.26003308940503,2500000.0,72.73402978046452
Bournemouth,CF,3.25,5.09,26.4,1.23,0.74,0.7,3.7249999999999996,44.565,18.687,0.47,22.22,2.06,67.13499999999999,8.215,5.965,1.0150000000000001,0.165,13.690000000000001,77.275,0.15,0.055,0.6,0.89,0.6950000000000001,67.52,1.195,11.52525535443143,64.81,England 1.,100.0,61.84947920000001,6000000.0,61.66453128000001
Bournemouth,"CF, AMF",4.43,9.46,44.68,1.7,0.4,0.54,3.62,38.89,11.111,0.81,25.0,1.81,44.44,11.88,4.43,0.6,0.0,15.3,77.63,0.09,0.2,0.2,0.6,1.21,83.33,1.41,7.603258172835925,76.79,England 1.,100.0,73.28223280000002,6000000.0,71.95400952000001
Brentford,CF,2.68,2.2,46.15,1.97,0.51,0.44,2.31,48.78,21.951,0.93,24.24,1.55,54.55,5.9,3.98,1.33,0.48,15.84,77.36,0.05,0.2,0.34,1.72,0.79,53.57,0.71,6.904851913414394,78.92,England 1.,100.0,75.31493440000001,21000000.0,72.78344096000001
Brentford,"CF, LW, AMF",8.57,1.81,27.27,3.49,0.33,0.35,1.98,50.0,16.667,0.99,16.67,1.81,45.45,7.75,3.3,1.65,0.33,27.36,73.49,0.09,0.16,0.33,2.97,1.98,50.0,1.32,10.784342076646958,67.08,England 1.,100.0,64.0157856,21000000.0,62.614207040000004
Brest,CF,3.28,10.1,48.85,2.03,0.43,0.38,1.75,50.94,24.528,0.36,27.27,0.43,84.62,5.63,3.38,0.3,0.03,18.54,76.43,0.08,0.07,0.33,1.13,0.83,44.0,0.66,10.904501683257143,66.71,France 1.,91.43,66.30531106161841,3500000.0,64.67477995545657
Brest,"CF, RAMF, LWF",4.92,5.93,34.09,2.17,0.13,0.23,1.62,33.33,8.333,1.08,43.75,4.99,48.65,11.66,3.37,1.69,0.4,16.18,78.33,0.09,0.07,0.27,1.28,0.81,58.33,0.67,10.616780253714328,67.59,France 1.,91.43,67.17997263760739,3500000.0,65.46197537384666
Brighton,CF,2.7,1.96,33.33,2.26,0.35,0.37,2.16,41.07,17.857,0.15,0.0,1.08,46.43,6.24,3.47,0.5,0.12,18.22,87.1,0.06,0.04,0.23,0.85,0.81,76.19,0.85,8.591558311890493,73.77,England 1.,100.0,70.4001864,25000000.0,68.36016776
Brighton,"CF, AMF",2.66,3.7,42.7,2.21,0.21,0.43,1.87,42.22,22.222,1.37,33.33,3.53,47.06,12.3,4.12,2.12,0.46,25.36,77.38,0.14,0.62,0.79,2.7,2.49,51.67,1.5,11.49823299446353,64.9,England 1.,100.0,61.93536800000001,25000000.0,60.741831200000014
Bristol City,CF,3.155,4.38,24.585,1.54,0.25,0.3,2.055,45.305,12.826,1.125,20.0,1.9049999999999998,57.595,8.18,3.69,1.155,0.215,15.345,74.97,0.045000000000000005,0.04,0.20500000000000002,0.925,0.97,56.620000000000005,0.6699999999999999,8.206160397520462,74.95,England 2.,71.43,71.31577155583838,533333.3333333334,69.18419440025454
Bristol City,"CF, LWB, RWB",5.17,4.38,39.29,2.73,0.0,0.33,2.03,38.46,0.0,2.66,47.06,3.91,48.0,9.08,4.85,2.5,0.63,23.48,73.33,0.04,0.0,0.31,1.1,1.57,90.0,0.63,11.136745916375968,66.0,England 2.,71.43,62.79974546611518,533333.3333333334,61.519770919503664
Burnley,CF,3.445,4.655,35.67,2.32,0.265,0.255,1.7650000000000001,36.43,18.5715,0.405,27.38,1.0899999999999999,46.865,5.25,2.585,0.53,0.015,15.260000000000002,74.34,0.06,0.07,0.195,1.825,0.53,45.835,0.49,6.991408561849679,78.66,England 2.,71.43,74.84587846007,6066666.666666667,73.42795728072966
Burnley,"CF, LW, LAMF",3.88,6.39,27.87,2.03,0.1,0.28,1.89,36.11,5.556,0.73,21.43,2.41,60.87,9.27,3.25,1.62,0.42,21.53,80.29,0.07,0.05,0.31,0.79,1.26,41.67,0.73,10.335286795511648,68.45,England 2.,71.43,65.13094813872098,6066666.666666667,64.68451999151556
Cagliari,CF,2.03,8.13,36.67,1.18,0.24,0.37,2.33,33.72,11.628,0.33,16.67,1.87,43.48,7.92,3.39,0.89,0.22,11.77,71.89,0.01,0.0,0.03,1.19,0.38,64.29,0.33,4.999717575548436,84.74,Italy 1.,97.14,82.82257888005091,4100000.0,79.54032099204582
Cagliari,"CF, AMF",1.76,18.83,50.85,2.0,0.32,0.35,2.39,46.67,13.333,0.0,0.0,0.64,75.0,5.27,4.15,0.16,0.0,17.07,71.03,0.03,0.0,0.16,2.55,0.0,0.0,0.64,10.289687549802974,68.59,Italy 1.,97.14,67.03800667196947,4100000.0,65.33420600477253
Cagliari,"CF, LAMF, LW",4.8,1.41,25.93,1.09,0.1,0.13,1.2,26.09,8.696,4.02,22.08,6.05,58.62,15.07,3.08,2.71,0.37,14.76,62.19,0.11,0.0,0.31,1.1,2.66,35.29,0.47,14.780069435174164,54.88,Italy 1.,97.14,53.6382243207127,4100000.0,53.274401888641435
Cardiff City,CF,1.7866666666666664,7.213333333333334,35.20333333333333,1.67,0.3133333333333333,0.37333333333333335,2.1033333333333335,42.66,13.492333333333333,0.63,16.666666666666668,1.6333333333333335,49.92333333333334,7.25,2.9966666666666666,0.6233333333333334,0.04666666666666667,14.046666666666667,66.40333333333334,0.03,0.13333333333333333,0.14333333333333334,1.5333333333333332,0.89,46.153333333333336,0.49666666666666665,5.602062904111442,82.9,England 2.,71.43,78.88028635062044,2275000.0,75.9922577155584
Cardiff City,"CF, RAMF, RW",5.03,10.33,43.04,2.31,0.2,0.34,2.75,33.33,7.143,1.11,23.53,3.07,40.43,9.28,3.01,0.85,0.26,8.95,70.8,0.01,0.07,0.07,0.72,1.18,55.56,0.46,6.219791855020205,81.01,England 2.,71.43,77.08193000318168,2275000.0,74.37373700286352
Casa Pia AC,CF,3.526666666666667,7.546666666666667,30.78,2.2399999999999998,0.21333333333333335,0.27666666666666667,1.3266666666666667,37.95333333333333,20.700666666666667,0.30666666666666664,35.0,1.7466666666666668,53.39666666666667,8.4,2.0500000000000003,0.73,0.09666666666666666,11.823333333333332,70.37,0.02666666666666667,0.04,0.12666666666666668,1.4633333333333332,0.4633333333333334,36.59,0.25666666666666665,8.091436631790431,75.3,Portugal 1.,71.43,71.64880050906777,600000.0,69.483920458161
Casa Pia AC,"CF, RWF",5.46,4.05,37.21,1.86,0.09,0.16,2.92,32.26,3.226,2.17,13.04,4.14,45.45,11.77,2.07,2.17,0.75,18.64,63.13,0.03,0.47,0.28,2.35,2.07,13.64,0.38,12.076113526640528,63.13,Portugal 1.,71.43,60.06890804963412,600000.0,59.062017244670706
Ceará,CF,2.66,7.99,28.4,2.17,0.3,0.32,2.37,37.5,16.667,0.39,0.0,1.38,42.86,8.39,3.36,0.39,0.0,11.55,74.36,0.07,0.1,0.2,1.38,0.3,100.0,0.49,6.4702452965277315,80.25,Brazil 1.,82.86,78.3043907095132,3000000.0,75.47395163856189
Celta de Vigo,CF,3.89,2.82,30.814999999999998,1.58,0.4,0.365,1.75,58.06,22.7905,0.315,23.81,1.02,51.620000000000005,9.100000000000001,2.75,0.51,0.12,14.72,72.02000000000001,0.034999999999999996,0.13,0.185,1.04,0.645,45.0,0.375,6.885241677133905,78.98,Spain 1.,94.29,78.98,3666666.6666666665,76.08200000000001
Celta de Vigo,"CF, RW, LWF",5.66,2.74,34.04,2.01,0.23,0.2,1.57,40.74,14.815,1.69,27.59,1.57,25.93,7.17,3.03,0.99,0.35,22.92,72.52,0.16,0.06,0.47,1.92,1.22,52.38,0.52,9.876695488479164,69.85,Spain 1.,94.29,69.85,3666666.6666666665,67.865
Central Córdoba SdE,CF,3.97,12.08,35.62,3.28,0.0,0.4,3.47,33.33,0.0,0.33,0.0,0.99,33.33,10.09,4.96,0.83,0.33,16.88,75.49,0.02,0.17,0.17,1.82,0.33,50.0,0.66,7.719550100948867,76.43,Argentina 1.,71.43,72.72400827235126,933333.3333333334,70.45160744511614
Central Córdoba SdE,"CF, AMF",2.6,6.79,33.3,1.185,0.28,0.32,1.645,63.57,26.7855,0.48,33.33,1.74,45.17,9.62,1.9049999999999998,0.98,0.0,29.505,83.67500000000001,0.065,0.38,0.33999999999999997,4.085,1.4449999999999998,68.81,0.725,11.460704607267814,65.01,Argentina 1.,71.43,61.85774928412346,933333.3333333334,60.671974355711114
Chelsea,CF,3.1,2.49,36.36,1.91,0.38,0.56,2.68,47.89,14.085,0.34,11.11,2.04,57.41,7.37,4.5,1.74,0.38,14.4,79.27,0.09,0.23,0.45,1.21,0.64,58.82,0.72,7.788255156911099,76.22,England 1.,100.0,72.7382704,33333333.333333332,70.46444336
